ICAO,CALLSIGN,ALTITUDE,LONGITUDE,LATITUDE,TIMESTAMP,DISTANCE,BHATDOTRHAT,BHATDOTRHATV,DF,TC,ALTCOR,ARCANG,T,AS,M,RP,RSURF,H,PBARO,VRATE,GS,HDNG,MHDNG,ROLL,TRACK,RTRACK
4066cd,TOM3KM,10348.648117603228,-3.2029704095840965,50.38343733447207,5.265969,42.13851830634796,-0.9206100246825948,0.06852188155339328,4,29,175.0,0.006599702794498721,0.0,0.0,0.0,6368.591451082679,6365.490523136434,3.1009279462454638,0.0,-1536.0,258.0,75.0,78.93,-0.5,15.117,0.0
4066cd,TOM3KM,10339.770949215665,-3.2027993051224826,50.38383286558675,5.6109895,42.10236237033444,-0.9203548640535861,0.06852211500777614,20,31,175.0,0.006594043247900005,0.0,0.0,0.0,6368.588600084462,6365.490377899141,3.0982221853209344,0.0,-1536.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10339.746583479533,-3.2027988354810404,50.383833951226485,5.6119365,42.10226313080692,-0.9203541636977648,0.06852211564855343,20,16,175.0,0.006594027713777746,0.0,0.0,0.0,6368.588592259143,6365.490377500499,3.0982147586445614,0.0,-1536.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10339.426471223902,-3.2027926654240173,50.383848214148145,5.624378,42.100959341385966,-0.9203449625605401,0.0685221240669596,20,16,175.0,0.006593823629530555,0.0,0.0,0.0,6368.588489451646,6365.490372263216,3.0981171884290455,0.0,-1536.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10339.426471223902,-3.2027926654240173,50.383848214148145,5.624378,42.100959341385966,-0.9203449625605401,0.0685221240669596,20,16,175.0,0.006593823629530555,0.0,0.0,0.0,6368.588489451646,6365.490372263216,3.0981171884290455,0.0,-1536.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10325.0,-3.2025146,50.384491,6.185078,42.04220157678131,-0.9199310882984839,0.06855882870738671,17,11,175.0,0.006584626182486395,0.0,0.0,0.0,6368.583856235067,6365.490136235067,3.09372,0.0,-1536.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10325.0,-3.2024157231161365,50.38472739837193,6.39629175,42.02067565664098,-0.9197757217596848,0.06859733358302596,4,2,175.0,0.006581236863254958,0.0,0.0,0.0,6368.583769422884,6365.490049422884,3.09372,0.0,-1536.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10325.0,-3.2024128364689126,50.38473429987082,6.402458,42.020047221205004,-0.9197711859332064,0.06859845770818074,5,24,175.0,0.006581137914253243,0.0,0.0,0.0,6368.583766888459,6365.490046888459,3.09372,0.0,-1536.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10325.0,-3.2023881558399565,50.38479330719665,6.455179,42.01467414281537,-0.9197324049386356,0.0686080688984966,17,19,175.0,0.006580291907309091,0.0,0.0,0.0,6368.583745219295,6365.490025219296,3.09372,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10325.0,-3.202292,50.3850232,6.66058025,41.99374060556118,-0.9195790825491664,0.06857691131283966,17,11,175.0,0.006576995860499704,0.0,0.0,0.0,6368.583660796142,6365.489940796142,3.09372,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10305.161431425542,-3.202124562481232,50.38550900686725,7.0490345,41.948104306659275,-0.919287647441032,0.06852840776484923,20,16,175.0,0.006569884650790004,0.0,0.0,0.0,6368.577435631957,6365.489762427658,3.087673204298505,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10304.210370281848,-3.202116535525179,50.38553229645254,7.067657,41.945916502107515,-0.9192734854877495,0.06852803608962008,21,16,175.0,0.006569543739336934,0.0,0.0,0.0,6368.577137197533,6365.489753876672,3.087383320861907,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10303.804257342412,-3.2021131079319702,50.3855422413462,7.075609,41.944982286948665,-0.9192674381873063,0.06852787738045524,21,16,175.0,0.0065693981666224855,0.0,0.0,0.0,6368.57700976295,6365.489750225312,3.0872595376379666,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10303.783829126141,-3.2021129355178246,50.38554274159236,7.076009,41.94493529423444,-0.9192671339971432,0.06852786939709685,21,31,175.0,0.006569390844051336,0.0,0.0,0.0,6368.57700335276,6365.489750041642,3.0872533111176477,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10300.0,-3.202081,50.3856354,7.15009925,41.93623103937118,-0.9192107901840573,0.06852639067454902,17,11,175.0,0.006568034516233597,0.0,0.0,0.0,6368.575816021251,6365.48971602125,3.0860999999999996,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10298.548923276485,-3.2020558267210006,50.38569385517473,7.2008865,41.930904078731245,-0.9191721677294004,0.06852537704250274,11,14,175.0,0.006567201212921132,0.0,0.0,0.0,6368.575352269265,6365.489694557449,3.0856577118146724,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10292.284098149412,-3.2019471445346963,50.38594622739015,7.4201535,41.907905655334886,-0.919005420568149,0.0685210008248912,17,19,175.0,0.006563603539934029,0.0,0.0,0.0,6368.573350083543,6365.4896018904265,3.0837481931159405,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10275.0,-3.2016473,50.3866425,8.02509175,41.84445504032144,-0.9185506147969797,0.06851479036000618,17,11,175.0,0.006553677878521731,0.0,0.0,0.0,6368.567826230312,6365.489346230312,3.07848,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10252.95187084341,-3.2012329715568892,50.387671971246576,8.94230175,41.75012524357372,-0.9178771066210266,0.06852337293729503,20,16,175.0,0.006538908020546383,0.0,0.0,0.0,6368.560727953438,6365.488968223204,3.071759730233071,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10252.787833781707,-3.201229888972426,50.387679630465065,8.94912575,41.749423434246516,-0.9178720957513319,0.06852343679127332,21,16,175.0,0.006538798133485815,0.0,0.0,0.0,6368.560675142586,6365.488965410849,3.0717097317366644,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10252.778218479145,-3.20122970828166,50.38768007942277,8.94952575,41.74938229653683,-0.9178718020309512,0.06852344053417943,21,31,175.0,0.006538791692274761,0.0,0.0,0.0,6368.5606720469905,6365.488965245998,3.0717068009924433,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10251.847871851094,-3.2012122252078257,50.38772351916753,8.9882285,41.74540194030317,-0.9178433825647909,0.0685238026860783,20,16,175.0,0.006538168460822035,0.0,0.0,0.0,6368.560372526886,6365.488949295545,3.0714232313402134,0.0,-1600.0,258.0,75.0,78.93,-0.4,14.941,0.0
4066cd,TOM3KM,10251.263033091906,-3.201201234917863,50.38775082645887,9.012558,41.74289979053379,-0.9178255173897854,0.06852403034366397,20,31,175.0,0.006537776682211235,0.0,0.0,0.0,6368.560184241186,6365.488939268699,3.0712449724864124,0.0,-1600.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10241.944464776803,-3.201026120382086,50.38818592905064,9.40021375,41.70303161628189,-0.9175408614036096,0.06852765774135462,17,19,175.0,0.006531534250956858,0.0,0.0,0.0,6368.557184178119,6365.488779505255,3.0684046728639696,0.0,-1664.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10235.323728006648,-3.200901703496701,50.38849506449191,9.67563875,41.67470573205773,-0.9173386165639743,0.06853023496614478,20,16,175.0,0.006527099074571013,0.0,0.0,0.0,6368.555052667442,6365.488665995145,3.066386672296426,0.0,-1664.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10235.011356874238,-3.2008958334183806,50.388509649724824,9.6886335,41.67336929642545,-0.9173290745066816,0.0685303565614678,21,16,175.0,0.006526889819752678,0.0,0.0,0.0,6368.554952101233,6365.488660639657,3.066291461575268,0.0,-1664.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10234.7087332548,-3.200890146515324,50.38852377982687,9.70122275,41.67207456414636,-0.9173198302084248,0.06853047436241974,21,16,175.0,0.006526687094712049,0.0,0.0,0.0,6368.554854673182,6365.488655451285,3.066199221896063,0.0,-1664.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10225.0,-3.2007077,50.3889771,10.1051095,41.63053712447976,-0.9170107818968647,0.06853163287834868,17,11,175.0,0.0065201832952161585,0.0,0.0,0.0,6368.551728998606,6365.488488998606,3.06324,0.0,-1664.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10219.280125606607,-3.2006002121203996,50.38922845416034,10.3201855,41.60774123441385,-0.9168394372171552,0.06853082708914815,17,4,175.0,0.006516615457821265,0.0,0.0,0.0,6368.549893289129,6365.488396706844,3.061496582284894,0.0,-1664.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10211.226030726148,-3.200448859569406,50.38958238330577,10.62303175,41.57564258174283,-0.9165981685785928,0.06852969246586303,20,16,175.0,0.006511591623568938,0.0,0.0,0.0,6368.54730844595,6365.488266751784,3.05904169416533,0.0,-1664.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10211.226030726148,-3.200448859569406,50.38958238330577,10.62303175,41.57564258174283,-0.9165981685785928,0.06852969246586303,20,16,175.0,0.006511591623568938,0.0,0.0,0.0,6368.54730844595,6365.488266751784,3.05904169416533,0.0,-1664.0,258.0,75.0,78.93,-0.2,14.941,0.0
4066cd,TOM3KM,10200.57203464487,-3.2002486496750464,50.390050562509565,11.02363825,41.5331823270715,-0.9162790172440318,0.06852819158063474,20,16,175.0,0.006504946071060349,0.0,0.0,0.0,6368.543889202757,6365.488094846597,3.0557943561597565,0.0,-1664.0,258.0,75.0,78.75,-0.2,14.941,0.0
4066cd,TOM3KM,10195.918652900382,-3.200161203325304,50.390255050716945,11.1986125,41.51463681865882,-0.9161396204409313,0.06852753603393952,5,24,175.0,0.00650204347071306,0.0,0.0,0.0,6368.542395768393,6365.488019762989,3.054376005404036,0.0,-1664.0,258.0,75.0,78.75,-0.2,14.941,0.0
4066cd,TOM3KM,10194.610501169833,-3.2001366205379838,50.39031253613659,11.247801,41.50942333301418,-0.9161004334197022,0.068527351747631,20,16,175.0,0.006501227496035743,0.0,0.0,0.0,6368.541975936354,6365.487998655597,3.053977280756565,0.0,-1664.0,258.0,75.0,78.75,-0.2,14.941,0.0
4066cd,TOM3KM,10192.880843928537,-3.200104116819105,50.39038854419441,11.31283875,41.50252998648024,-0.9160486197703746,0.06852710808159398,20,16,175.0,0.006500148602451477,0.0,0.0,0.0,6368.541420828326,6365.487970747097,3.053450081229418,0.0,-1664.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10175.0,-3.1997681,50.3911743,11.98518575,41.431267975385815,-0.9155135401565236,0.06849493652173726,17,11,175.0,0.006488995220535574,0.0,0.0,0.0,6368.535682234711,6365.487682234711,3.0479999999999996,0.0,-1664.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10167.727104782995,-3.1996925055271146,50.39135622420096,12.140101,41.414674206677844,-0.9153905570079794,0.0684713879347368,21,16,175.0,0.006486409710126479,0.0,0.0,0.0,6368.533398663583,6365.487615442045,3.0457832215378566,0.0,-1664.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10166.800430086729,-3.1996828736703216,50.391379404041814,12.1598395,41.4125599144849,-0.915374887131208,0.06846838749556436,4,28,175.0,0.006486080277761298,0.0,0.0,0.0,6368.5331077027595,6365.48760693167,3.0455007710904343,0.0,-1664.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10165.496026944153,-3.1996693157040577,50.39141203238202,12.18762375,41.40958380065347,-0.9153528299448113,0.06846416402609723,20,16,175.0,0.00648561656313292,0.0,0.0,0.0,6368.532698141331,6365.487594952318,3.0451031890125773,0.0,-1664.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10165.427213537052,-3.199668600457504,50.39141375368059,12.1890895,41.409426796636865,-0.9153516663243803,0.0684639412181981,4,28,175.0,0.006485592100003034,0.0,0.0,0.0,6368.532676535037,6365.4875943203515,3.0450822146860927,0.0,-1664.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10165.231371730659,-3.1996665648777687,50.39141865246753,12.193261,41.40897996582992,-0.9153483546800834,0.0684633071106414,5,24,175.0,0.006485522478344278,0.0,0.0,0.0,6368.532615043887,6365.487592521783,3.0450225221035043,0.0,-1664.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10162.325058666862,-3.1996363566597834,50.39149135098251,12.2551665,41.402348949524225,-0.9152992095294142,0.06845389688761587,17,19,175.0,0.006484489285584816,0.0,0.0,0.0,6368.531702508726,6365.487565830845,3.044136677881659,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10161.585047526203,-3.1996286649839876,50.39150986162118,12.270929,41.40066054712834,-0.9152866960946238,0.06845150083814627,11,14,175.0,0.006484226212015084,0.0,0.0,0.0,6368.5314701572315,6365.487559034746,3.0439111224859863,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10131.599068419282,-3.19931699071715,50.39225993090256,12.909641,41.33224482176233,-0.9147792494272567,0.0683637367336342,20,16,175.0,0.006473566212277071,0.0,0.0,0.0,6368.522055046179,6365.487283650125,3.034771396054197,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10131.134017484685,-3.199312156977736,50.39227156368664,12.91954675,41.331183765963246,-0.9147713205183245,0.06836378524993872,21,16,175.0,0.006473400886915399,0.0,0.0,0.0,6368.52190902773,6365.4872793792,3.034629648529332,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10131.115238454946,-3.1993119617885006,50.39227203342529,12.91994675,41.331140919907206,-0.9147710003443273,0.06836378720905559,21,16,175.0,0.006473394210980242,0.0,0.0,0.0,6368.521903131418,6365.487279206737,3.034623924681067,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10125.0,-3.1992484,50.392425,13.0502035,41.317188449881485,-0.9146667382835495,0.06836442517954223,17,11,175.0,0.006471220246938743,0.0,0.0,0.0,6368.519983045736,6365.487223045736,3.0327599999999997,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10125.0,-3.1992484,50.392425,13.0502035,41.317188449881485,-0.9146667382835495,0.06836442517954223,17,11,175.0,0.006471220246938743,0.0,0.0,0.0,6368.519983045736,6365.487223045736,3.0327599999999997,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10119.620792492233,-3.199145700170262,50.39267346918093,13.26645225,41.294685267545226,-0.9144936452168514,0.06836548432097082,4,3,175.0,0.006467697203398006,0.0,0.0,0.0,6368.518252232738,6365.487131815186,3.0311204175516324,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10111.104313531627,-3.198983103553946,50.393066851021764,13.608822,41.25905773716335,-0.9142196004883977,0.0683671611768422,21,16,175.0,0.006462119443821216,0.0,0.0,0.0,6368.515511971749,6365.486987376985,3.0285245947644395,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10089.54017729473,-3.198571401064911,50.39406291285064,14.47571875,41.16884710874604,-0.913525705994357,0.06837140705693272,11,14,175.0,0.0064479962870604346,0.0,0.0,0.0,6368.508573498519,6365.486621652479,3.0219518460394332,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10086.323591611688,-3.1985099900110505,50.39421148908773,14.60502825,41.155390960415424,-0.9134222021456263,0.06837204038798576,20,16,175.0,0.0064458896251780844,0.0,0.0,0.0,6368.5075385303935,6365.48656709967,3.0209714307232423,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10086.323591611688,-3.1985099900110505,50.39421148908773,14.60502825,41.155390960415424,-0.9134222021456263,0.06837204038798576,20,16,175.0,0.0064458896251780844,0.0,0.0,0.0,6368.5075385303935,6365.48656709967,3.0209714307232423,0.0,-1728.0,258.0,75.0,78.75,0.2,14.766,0.0
4066cd,TOM3KM,10061.375130728971,-3.1980336739958775,50.39536387512821,15.60797775,41.05102247055106,-0.9126194062695882,0.06837695262616621,20,16,175.0,0.006429549948034701,0.0,0.0,0.0,6368.499511117374,6365.486143977528,3.0133671398461908,0.0,-1728.0,258.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,10061.375130728971,-3.1980336739958775,50.39536387512821,15.60797775,41.05102247055106,-0.9126194062695882,0.06837695262616621,20,16,175.0,0.006429549948034701,0.0,0.0,0.0,6368.499511117374,6365.486143977528,3.0133671398461908,0.0,-1728.0,258.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,10051.90874663782,-3.1978529417908095,50.395801133720305,15.9885345,41.011421141366306,-0.9123095356589196,0.06837663757624315,4,28,175.0,0.006423350060174211,0.0,0.0,0.0,6368.496465215053,6365.485983429078,3.0104817859752075,0.0,-1728.0,258.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,10051.65148843843,-3.1978480302172665,50.395813016648034,15.9988765,41.010344936709764,-0.9123008162772408,0.06837650541774937,20,16,175.0,0.0064231815721885075,0.0,0.0,0.0,6368.496382439694,6365.4859790660175,3.010403373676034,0.0,-1728.0,258.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,10050.0,-3.1978165,50.3958893,16.06526775,41.003436159645005,-0.9122448415480893,0.0683756570163183,17,11,175.0,0.0064220999508405275,0.0,0.0,0.0,6368.495851057022,6365.485951057022,3.0099,0.0,-1728.0,258.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,10042.632415608676,-3.197683375117633,50.39620295280271,16.3352855,40.97526824359598,-0.9120171885000998,0.06837220650973021,17,19,175.0,0.006417692409747923,0.0,0.0,0.0,6368.493490257035,6365.485835896758,3.0076543602775243,0.0,-1728.0,258.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,10033.736342129765,-3.197522631965943,50.39658167644285,16.6613215,40.94125657333741,-0.9117423062408622,0.06836804015634804,11,14,175.0,0.0064123704741801,0.0,0.0,0.0,6368.490639682269,6365.485696845188,3.004942837081152,0.0,-1728.0,258.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,10012.48107831971,-3.197138570604159,50.397486555533774,17.44031475,40.85999296578289,-0.9110855339074667,0.06835808554654478,17,19,175.0,0.0063996548480398305,0.0,0.0,0.0,6368.4838288438905,6365.485364611219,2.9984642326718474,0.0,-1664.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9998.187021475302,-3.1968802912910372,50.398095082121756,17.96418375,40.80534360286994,-0.910643857852477,0.06835139112206418,4,28,175.0,0.006391103654110388,0.0,0.0,0.0,6368.47924858971,6365.485141185564,2.9941074041456717,0.0,-1664.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9998.187021475302,-3.1968802912910372,50.398095082121756,17.96418375,40.80534360286994,-0.910643857852477,0.06835139112206418,4,28,175.0,0.006391103654110388,0.0,0.0,0.0,6368.47924858971,6365.485141185564,2.9941074041456717,0.0,-1664.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9985.879748735502,-3.196657911179902,50.39861902733683,18.41523825,40.75829015808887,-0.9102635719944756,0.06834562718053129,17,19,175.0,0.00638374102241764,0.0,0.0,0.0,6368.475304962086,6365.484948814672,2.990356147414581,0.0,-1664.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9976.190068044038,-3.1964828283394877,50.39903153642323,18.7703595,40.72124435070315,-0.9099641678443102,0.06834108915215095,20,16,175.0,0.006377944323859,0.0,0.0,0.0,6368.472200091231,6365.484797358491,2.987402732739822,0.0,-1664.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9975.768806347658,-3.196475216561896,50.39904947037617,18.7857985,40.71963377341376,-0.9099511511614888,0.06834089186004251,21,16,175.0,0.006377692310697167,0.0,0.0,0.0,6368.472065106064,6365.4847907738895,2.9872743321747657,0.0,-1664.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9970.800809235014,-3.1963854498220674,50.399260967949246,18.96787275,40.700640013971324,-0.9097976436310657,0.06833856516707826,21,16,175.0,0.006374720284825607,0.0,0.0,0.0,6368.4704732074315,6365.484713120777,2.985760086654832,0.0,-1664.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9970.789895012686,-3.196385252612984,50.39926143258952,18.96827275,40.70059828646852,-0.9097973063894614,0.06833856005555268,21,16,175.0,0.006374713755564338,0.0,0.0,0.0,6368.47046971018,6365.48471295018,2.985756759999866,0.0,-1664.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9970.188125721745,-3.1963743792436663,50.39928705111177,18.99032725,40.69829758844217,-0.9097787121520571,0.06833827822520061,17,19,175.0,0.006374353756582691,0.0,0.0,0.0,6368.470276884844,6365.484703544124,2.985573340719988,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9963.556262236292,-3.1962545481023477,50.399569382804074,19.23338125,40.67294249727732,-0.9095737923498366,0.06833517228335693,20,16,175.0,0.006370386348911447,0.0,0.0,0.0,6368.468151832398,6365.484599883669,2.983551948729622,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9963.13855448356,-3.1962470005409633,50.39958716545853,19.24869,40.67134550750603,-0.9095608854813125,0.06833497665568901,20,16,175.0,0.006370136461840314,0.0,0.0,0.0,6368.468017986024,6365.484593354618,2.9834246314065886,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9955.039348841125,-3.1961006559942104,50.39993196484114,19.54552125,40.64038044046608,-0.9093118609527401,0.06832757514936506,20,16,175.0,0.006365291239880112,0.0,0.0,0.0,6368.4654227521505,6365.484466758624,2.9809559935267744,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9954.714111837082,-3.1960947792867844,50.39994581083087,19.557441,40.639136986962285,-0.9093027729070569,0.06832461364668593,20,16,175.0,0.006365096671975081,0.0,0.0,0.0,6368.46531853624,6365.484461674952,2.980856861287942,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9950.0,-3.1960096,50.4001465,19.7302105,40.621113887474074,-0.9091710472325523,0.06828168847316106,17,11,175.0,0.006362276528963006,0.0,0.0,0.0,6368.463807990236,6365.484387990236,2.9794199999999997,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9945.29203155732,-3.195968772497665,50.400232693486245,19.815904,40.61346171207715,-0.909105711429137,0.06826039762982672,20,16,175.0,0.006361089247265479,0.0,0.0,0.0,6368.462341359718,6365.4843563485,2.9779850112186703,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9944.984685580546,-3.1959661071933545,50.40023832037639,19.82149825,40.61296216214379,-0.9091014461719326,0.06825900771926964,5,24,175.0,0.006361011739045645,0.0,0.0,0.0,6368.462245615026,6365.484354282861,2.9778913321649503,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9944.984685580546,-3.1959661071933545,50.40023832037639,19.82149825,40.61296216214379,-0.9091014461719326,0.06825900771926964,5,24,175.0,0.006361011739045645,0.0,0.0,0.0,6368.462245615026,6365.484354282861,2.9778913321649503,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9925.0,-3.1957928,50.4006042,20.1852555,40.580479718564,-0.9087640142278898,0.06834995642919492,17,11,175.0,0.006355971889754067,0.0,0.0,0.0,6368.4560199679945,6365.484219967994,2.9718,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9925.0,-3.1957807811422643,50.400631082804445,20.20522975,40.57813438527605,-0.9087427838439718,0.0683631029571293,17,4,175.0,0.006355598243790066,0.0,0.0,0.0,6368.456367843744,6365.484210094932,2.9721577488122835,0.0,-1600.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9925.0,-3.195630355653883,50.40096754231479,20.45522325,40.54878068852547,-0.9084904422375589,0.06849088334928853,17,19,150.0,0.006350921769714622,0.0,0.0,0.0,6368.460721783258,6365.484086525768,2.9766352574898853,0.0,-1536.0,259.0,75.0,78.75,0.7,14.941,0.063
4066cd,TOM3KM,9925.0,-3.1955392632814177,50.40117129033227,20.6066105,40.53100512464718,-0.908375010963669,0.06846552392121226,20,16,150.0,0.006348089861885106,0.0,0.0,0.0,6368.463358375528,6365.484011696639,2.9793466788890552,0.0,-1536.0,259.0,75.0,78.75,0.5,15.117,0.063
4066cd,TOM3KM,9925.0,-3.1955368,50.4011768,20.61070425,40.53052444536523,-0.9083718895199709,0.06846483816228152,17,11,150.0,0.0063480132826310605,0.0,0.0,0.0,6368.463429673141,6365.484009673141,2.9794199999999997,0.0,-1536.0,259.0,75.0,78.75,0.5,15.117,0.063
4066cd,TOM3KM,9916.955043117969,-3.1954563504311797,50.40136083643363,20.79077275,40.51406344712326,-0.9082345890779426,0.06843467423384929,4,3,150.0,0.006345451523997652,0.0,0.0,0.0,6368.460910007417,6365.483942110274,2.9769678971423565,0.0,-1536.0,259.0,75.0,78.75,0.5,15.117,0.063
4066cd,TOM3KM,9916.682445165436,-3.1954536244516545,50.401367072384396,20.79687425,40.513505677270274,-0.9082299367448192,0.06843365214942404,5,24,150.0,0.006345364720529517,0.0,0.0,0.0,6368.460824630238,6365.4839398209515,2.9768848092864246,0.0,-1536.0,259.0,75.0,78.75,0.5,15.117,0.063
4066cd,TOM3KM,9916.029085752529,-3.195447090857525,50.40138201863432,20.81149825,40.512168821361044,-0.9082187860901282,0.0684312024300706,11,14,150.0,0.006345156671046932,0.0,0.0,0.0,6368.4606199992695,6365.483934333933,2.976685665337371,0.0,-1536.0,259.0,75.0,78.75,0.5,15.117,0.063
4066cd,TOM3KM,9900.0,-3.1952868,50.4017487,21.17027375,40.47937128667419,-0.9079237543444209,0.06839171870067207,17,11,150.0,0.006340052523266612,0.0,0.0,0.0,6368.455599719042,6365.483799719042,2.9718,0.0,-1536.0,259.0,75.0,78.75,0.5,15.117,0.063
4066cd,TOM3KM,9898.949968097759,-3.195264031108232,50.401802533035564,21.2168965,40.47456292466583,-0.9078832002436011,0.06838871464099915,20,16,150.0,0.006339301319779222,0.0,0.0,0.0,6368.455099880351,6365.483779954936,2.9713199254142957,0.0,-1536.0,259.0,75.0,78.75,0.5,15.117,0.063
4066cd,TOM3KM,9898.325318172205,-3.195250486199246,50.40183455758795,21.24463175,40.47170249445972,-0.9078590751517789,0.06838692756610452,4,28,150.0,0.006338854438878296,0.0,0.0,0.0,6368.454802533002,6365.483768197534,2.971034335468332,0.0,-1536.0,259.0,75.0,78.75,0.5,15.117,0.063
